session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS015884,USR04429,2023-03-09,Pinterest,66.8,Mobile,30.0,13,5.18,63,28,18,Evening
SESS015885,USR00243,2023-11-11,LinkedIn,89.8,Tablet,73.0,11,26.74,65,29,13,Afternoon
SESS015886,USR01588,2023-09-16,YouTube,36.4,Mobile,187.0,3,40.41,77,2,4,Late Night
SESS015887,USR00405,2023-04-14,Snapchat,121.0,Desktop,167.0,16,25.75,40,37,0,Late Night
SESS015888,USR03334,2023-01-23,YouTube,43.3,Mobile,179.0,30,68.83,26,17,15,Morning
SESS015889,USR01877,2023-10-30,Twitter/X,41.7,Desktop,109.0,30,52.62,76,37,15,Afternoon
SESS015890,USR04322,2023-03-19,YouTube,78.2,Desktop,59.0,17,23.29,21,32,4,Late Night
SESS015891,USR03012,2023-03-16,LinkedIn,20.3,Desktop,123.0,23,9.51,10,30,16,Late Night
SESS015892,USR02817,2023-02-08,YouTube,134.7,Desktop,149.0,23,76.91,53,24,20,Late Night
SESS015893,USR02578,2023-04-25,Snapchat,7.1,Tablet,175.0,26,132.1,92,49,1,Evening
SESS015894,USR00217,2023-04-16,TikTok,56.4,Mobile,17.0,9,12.25,21,24,17,Afternoon
SESS015895,USR04945,2023-08-26,Snapchat,63.5,Mobile,173.0,2,11.04,69,40,1,Afternoon
SESS015896,USR04338,2023-01-16,Snapchat,41.7,Desktop,64.0,11,121.15,99,7,5,Evening
SESS015897,USR02955,2023-05-10,Twitter/X,227.6,Desktop,83.0,26,13.4,83,40,0,Afternoon
SESS015898,USR03455,2023-12-08,Twitter/X,,Tablet,,18,,61,26,13,Afternoon
SESS015899,USR04438,2023-06-14,LinkedIn,27.0,Mobile,175.0,8,42.7,1,37,6,Evening
SESS015900,USR00348,2023-12-25,Snapchat,,Desktop,,6,,58,41,7,Evening
SESS015901,USR04794,2023-01-22,Snapchat,227.9,Tablet,193.0,3,81.08,4,48,8,Morning
SESS015902,USR02681,2023-04-21,Pinterest,55.5,Tablet,161.0,21,135.73,75,34,15,Evening
SESS015903,USR03307,2023-11-28,TikTok,39.2,Desktop,56.0,27,65.34,6,21,3,Afternoon
SESS015904,USR03246,2023-09-21,Facebook,6.7,Desktop,83.0,22,2.08,39,6,7,Late Night
SESS015905,USR01540,2023-07-29,LinkedIn,70.6,Mobile,68.0,13,126.72,47,17,19,Afternoon
SESS015906,USR00439,2023-01-09,Twitter/X,110.6,Mobile,90.0,14,24.96,77,19,4,Afternoon
SESS015907,USR00180,2023-09-12,TikTok,62.5,Desktop,16.0,28,69.49,14,6,19,Morning
SESS015908,USR04354,2023-03-26,YouTube,68.4,Tablet,181.0,25,33.74,9,32,4,Morning
SESS015909,USR04060,2023-11-14,Pinterest,44.1,Tablet,162.0,24,19.57,8,3,14,Morning
SESS015910,USR04993,2023-06-02,Snapchat,65.0,Desktop,64.0,19,114.34,14,48,8,Evening
SESS015911,USR04874,2023-04-10,YouTube,229.7,Tablet,27.0,18,25.98,29,0,13,Late Night
SESS015912,USR00824,2023-01-18,Pinterest,36.8,Desktop,76.0,19,26.08,37,19,14,Late Night
SESS015913,USR04911,2023-07-30,Facebook,32.9,Mobile,188.0,25,62.85,38,1,16,Evening
SESS015914,USR02369,2023-03-13,YouTube,29.3,Mobile,104.0,12,13.99,62,30,11,Afternoon
SESS015915,USR04230,2023-09-15,Snapchat,40.5,Desktop,110.0,11,10.07,79,17,16,Late Night
SESS015916,USR01614,2023-08-23,LinkedIn,155.0,Tablet,77.0,24,32.39,16,41,8,Late Night
SESS015917,USR01957,2023-04-07,LinkedIn,7.7,Mobile,97.0,29,77.76,20,17,8,Evening
SESS015918,USR01416,2023-05-21,YouTube,28.7,Mobile,127.0,15,64.26,61,41,13,Late Night
SESS015919,USR01235,2023-06-21,Snapchat,168.4,Mobile,187.0,13,39.49,67,9,19,Morning
SESS015920,USR01293,2023-03-05,Facebook,59.9,Mobile,92.0,5,48.96,6,35,0,Morning
SESS015921,USR01501,2023-03-12,Pinterest,28.3,Mobile,56.0,11,83.78,7,43,9,Afternoon
SESS015922,USR04711,2023-10-21,TikTok,28.8,Mobile,174.0,4,5.81,71,33,20,Evening
SESS015923,USR04346,2023-07-09,Facebook,55.3,Tablet,105.0,20,51.84,77,16,5,Afternoon
SESS015924,USR03937,2023-03-01,YouTube,2.1,Desktop,64.0,11,135.22,89,24,20,Evening
SESS015925,USR04494,2023-11-11,Twitter/X,92.5,Mobile,191.0,15,49.5,5,47,19,Afternoon
SESS015926,USR01212,2023-08-15,Instagram,156.7,Tablet,51.0,9,3.31,90,19,6,Late Night
SESS015927,USR04400,2023-12-12,TikTok,47.9,Mobile,123.0,23,28.11,17,39,15,Late Night
SESS015928,USR03506,2023-12-17,Twitter/X,86.2,Desktop,79.0,3,26.75,10,43,7,Evening
SESS015929,USR02602,2023-03-16,Instagram,57.1,Desktop,156.0,7,49.11,2,20,16,Evening
SESS015930,USR04339,2023-10-02,TikTok,49.8,Desktop,130.0,9,199.75,76,3,13,Afternoon
SESS015931,USR02645,2023-06-21,YouTube,22.4,Desktop,69.0,15,198.92,3,23,19,Morning
SESS015932,USR04139,2023-06-20,LinkedIn,114.2,Mobile,17.0,6,243.15,22,28,0,Morning
SESS015933,USR01721,2023-10-05,YouTube,48.3,Tablet,7.0,24,67.36,23,6,8,Evening
SESS015934,USR03151,2023-07-16,Pinterest,20.3,Tablet,77.0,26,197.76,13,45,16,Morning
SESS015935,USR01969,2023-09-13,LinkedIn,18.6,Desktop,32.0,30,46.11,60,18,17,Afternoon
SESS015936,USR01178,2023-11-16,Instagram,34.8,Tablet,30.0,2,126.99,62,29,16,Evening
SESS015937,USR01296,2023-05-04,YouTube,108.0,Mobile,176.0,27,62.48,86,50,2,Evening
SESS015938,USR01839,2023-03-03,TikTok,125.6,Desktop,57.0,16,121.56,55,31,8,Late Night
SESS015939,USR04891,2023-07-14,Twitter/X,58.5,Tablet,106.0,3,2.66,3,39,11,Morning
SESS015940,USR01893,2023-01-21,TikTok,16.0,Tablet,190.0,25,4.86,31,43,11,Evening
SESS015941,USR03143,2023-11-27,YouTube,144.3,Desktop,46.0,8,6.85,87,9,4,Evening
SESS015942,USR03832,2023-03-21,Pinterest,71.1,Tablet,171.0,10,1.67,75,9,13,Afternoon
SESS015943,USR03313,2023-08-31,Snapchat,33.9,Tablet,156.0,12,34.26,14,13,18,Evening
SESS015944,USR04509,2023-09-20,LinkedIn,125.0,Tablet,196.0,28,105.53,70,5,1,Late Night
SESS015945,USR02273,2023-08-06,YouTube,,Mobile,,13,,35,16,17,Evening
SESS015946,USR01039,2023-04-11,LinkedIn,46.6,Mobile,145.0,2,66.74,32,49,9,Afternoon
SESS015947,USR04743,2023-06-01,Twitter/X,88.6,Desktop,35.0,6,22.38,76,38,1,Morning
SESS015948,USR02830,2023-10-01,Twitter/X,117.5,Mobile,2.0,8,22.76,74,12,10,Afternoon
SESS015949,USR03564,2023-08-14,YouTube,111.2,Desktop,176.0,25,34.6,26,3,4,Late Night
SESS015950,USR02838,2023-08-03,Instagram,15.4,Desktop,171.0,3,9.64,74,42,10,Afternoon
SESS015951,USR04059,2023-07-05,LinkedIn,95.9,Tablet,125.0,13,44.07,51,11,18,Afternoon
SESS015952,USR01913,2023-07-20,Instagram,39.1,Mobile,129.0,20,2.01,80,31,10,Evening
SESS015953,USR03048,2023-02-18,TikTok,59.0,Tablet,83.0,22,0.42,43,19,7,Afternoon
SESS015954,USR01646,2023-03-10,TikTok,46.8,Tablet,18.0,18,49.67,81,5,0,Late Night
SESS015955,USR01003,2023-09-29,Twitter/X,12.8,Tablet,101.0,12,122.04,16,11,18,Evening
SESS015956,USR03160,2023-01-29,Facebook,29.7,Mobile,147.0,10,63.61,0,2,7,Afternoon
SESS015957,USR00700,2023-07-29,Facebook,26.3,Mobile,23.0,20,23.16,26,45,1,Evening
SESS015958,USR02654,2023-11-07,Instagram,66.7,Desktop,48.0,11,27.74,18,16,9,Morning
SESS015959,USR01812,2023-06-28,Snapchat,97.9,Tablet,101.0,14,1.06,85,42,7,Morning
SESS015960,USR00533,2023-06-12,TikTok,13.8,Tablet,3.0,24,3.27,61,38,14,Afternoon
SESS015961,USR01512,2023-03-22,Facebook,70.8,Desktop,24.0,8,90.09,72,6,18,Evening
SESS015962,USR02641,2023-03-05,Facebook,28.3,Mobile,75.0,26,66.35,51,16,17,Evening
SESS015963,USR03363,2023-02-23,Snapchat,26.6,Desktop,64.0,20,104.29,84,24,0,Evening
SESS015964,USR01672,2023-01-19,Instagram,238.5,Mobile,44.0,14,108.44,24,5,1,Afternoon
SESS015965,USR02849,2023-12-23,YouTube,,Desktop,,6,,22,33,17,Evening
SESS015966,USR02532,2023-11-02,Snapchat,91.5,Mobile,151.0,4,267.12,7,37,2,Evening
SESS015967,USR03963,2023-06-19,TikTok,82.9,Desktop,88.0,26,36.88,0,45,2,Morning
SESS015968,USR00978,2023-04-19,Facebook,,Desktop,,22,,47,37,8,Afternoon
SESS015969,USR00397,2023-02-10,YouTube,117.5,Tablet,90.0,30,29.0,45,4,20,Late Night
SESS015970,USR02005,2023-07-23,Instagram,19.4,Mobile,167.0,17,54.22,32,26,13,Afternoon
SESS015971,USR02379,2023-02-26,Instagram,23.5,Desktop,157.0,2,24.97,85,41,0,Evening
SESS015972,USR02810,2023-06-21,Snapchat,110.4,Tablet,127.0,9,54.06,25,12,4,Morning
SESS015973,USR04614,2023-07-15,Twitter/X,,Desktop,,15,,47,1,9,Late Night
SESS015974,USR03423,2023-07-20,Pinterest,43.2,Tablet,114.0,28,6.32,69,12,12,Morning
SESS015975,USR02141,2023-08-30,Facebook,93.2,Mobile,123.0,17,100.11,31,25,18,Afternoon
SESS015976,USR01759,2023-10-11,YouTube,113.2,Tablet,69.0,15,36.74,93,46,17,Afternoon
SESS015977,USR04949,2023-12-17,LinkedIn,54.0,Mobile,199.0,7,21.1,72,21,4,Afternoon
SESS015978,USR04788,2023-06-22,Pinterest,26.0,Mobile,126.0,28,10.24,51,38,20,Afternoon
SESS015979,USR04527,2023-11-11,Instagram,96.0,Desktop,6.0,10,113.36,37,11,18,Morning
SESS015980,USR04469,2023-08-16,YouTube,64.5,Tablet,106.0,15,0.37,70,34,17,Afternoon
SESS015981,USR01699,2023-02-23,TikTok,202.3,Tablet,90.0,25,46.62,68,34,15,Afternoon
SESS015982,USR01987,2023-04-19,Pinterest,27.7,Tablet,128.0,22,21.87,67,22,15,Late Night
SESS015983,USR03345,2023-05-18,LinkedIn,108.0,Mobile,184.0,13,0.57,48,24,13,Late Night
SESS015984,USR03559,2023-02-07,Snapchat,31.4,Tablet,24.0,1,22.98,25,16,2,Evening
SESS015985,USR00224,2023-02-28,TikTok,42.0,Tablet,180.0,20,25.57,96,48,1,Late Night
SESS015986,USR00010,2023-03-08,LinkedIn,1367.0,Tablet,166.0,9,0.83,63,12,10,Evening
SESS015987,USR00020,2023-11-08,Instagram,43.6,Desktop,138.0,9,105.92,4,31,15,Afternoon
SESS015988,USR01418,2023-03-17,Facebook,72.7,Tablet,110.0,1,104.08,46,1,19,Evening
SESS015989,USR04351,2023-11-20,LinkedIn,32.2,Mobile,167.0,15,26.46,71,15,15,Morning
SESS015990,USR00879,2023-10-02,Instagram,120.6,Mobile,126.0,12,168.53,44,25,16,Afternoon
SESS015991,USR01786,2023-12-17,Instagram,84.2,Mobile,121.0,12,7.24,47,27,10,Evening
SESS015992,USR00797,2023-09-24,Facebook,,Tablet,,19,,58,41,16,Evening
SESS015993,USR01521,2023-02-04,Twitter/X,24.0,Mobile,181.0,30,16.27,21,48,16,Afternoon
SESS015994,USR03332,2023-01-05,Snapchat,11.1,Mobile,59.0,2,28.22,53,45,20,Afternoon
SESS015995,USR00021,2023-05-19,YouTube,107.9,Mobile,59.0,13,30.75,78,43,17,Late Night
SESS015996,USR00167,2023-03-28,LinkedIn,23.9,Mobile,79.0,17,60.99,75,4,11,Afternoon
SESS015997,USR02870,2023-04-19,LinkedIn,47.4,Mobile,122.0,18,28.74,56,18,4,Morning
SESS015998,USR04117,2023-10-10,LinkedIn,47.7,Tablet,61.0,14,56.83,14,15,17,Morning
SESS015999,USR02350,2023-11-19,LinkedIn,62.2,Mobile,28.0,12,124.78,97,16,13,Evening
SESS016000,USR01569,2023-12-10,LinkedIn,53.7,Desktop,67.0,14,44.69,26,38,2,Evening
SESS016001,USR02677,2023-06-16,Pinterest,89.2,Desktop,94.0,10,178.75,78,30,1,Evening
SESS016002,USR01775,2023-11-17,Snapchat,87.5,Tablet,104.0,1,6.18,15,17,7,Morning
SESS016003,USR00514,2023-04-03,YouTube,224.9,Tablet,90.0,23,89.07,53,20,15,Late Night
SESS016004,USR01275,2023-05-10,Twitter/X,107.8,Mobile,116.0,14,101.21,85,39,17,Afternoon
SESS016005,USR04646,2023-08-19,YouTube,41.1,Mobile,40.0,22,36.24,19,8,20,Afternoon
SESS016006,USR02793,2023-11-14,Pinterest,125.5,Mobile,15.0,29,2.86,89,13,19,Evening
SESS016007,USR00540,2023-07-24,Twitter/X,58.6,Tablet,37.0,29,78.71,52,31,15,Afternoon
SESS016008,USR01922,2023-06-13,Instagram,59.0,Desktop,151.0,24,18.81,68,9,16,Late Night
SESS016009,USR02851,2023-12-19,LinkedIn,116.7,Mobile,43.0,6,37.78,56,15,7,Morning
SESS016010,USR01517,2023-07-03,Pinterest,203.3,Mobile,48.0,28,81.31,84,38,9,Late Night
SESS016011,USR02062,2023-05-29,TikTok,27.8,Desktop,62.0,11,92.97,47,4,19,Late Night
SESS016012,USR00505,2023-07-01,Twitter/X,84.2,Desktop,161.0,25,45.78,98,34,17,Afternoon
SESS016013,USR02831,2023-01-23,LinkedIn,126.8,Tablet,10.0,23,7.24,75,5,3,Late Night
SESS016014,USR03599,2023-09-14,Pinterest,31.4,Desktop,156.0,9,57.16,28,22,9,Evening
SESS016015,USR03992,2023-06-15,Twitter/X,27.0,Mobile,33.0,13,26.86,32,6,6,Late Night
SESS016016,USR02516,2023-06-15,Facebook,145.4,Mobile,66.0,23,27.41,66,22,8,Afternoon
SESS016017,USR02902,2023-05-14,Facebook,64.4,Desktop,197.0,6,22.98,42,9,0,Morning
SESS016018,USR03334,2023-10-04,TikTok,28.4,Desktop,85.0,29,126.78,77,46,11,Afternoon
SESS016019,USR00589,2023-09-23,Facebook,118.9,Tablet,95.0,5,12.27,88,39,19,Afternoon
SESS016020,USR02431,2023-06-21,Instagram,111.8,Tablet,199.0,18,37.68,33,13,18,Evening
SESS016021,USR02384,2023-11-04,Pinterest,37.8,Desktop,43.0,2,11.11,51,33,7,Evening
SESS016022,USR00144,2023-09-21,Twitter/X,32.3,Tablet,178.0,22,18.48,37,19,20,Late Night
SESS016023,USR02079,2023-11-20,LinkedIn,61.3,Desktop,98.0,11,1.02,64,13,1,Late Night
SESS016024,USR02165,2023-12-22,Snapchat,24.7,Tablet,141.0,28,75.2,9,0,6,Afternoon
SESS016025,USR03592,2023-01-23,Twitter/X,47.0,Mobile,19.0,9,233.54,21,47,17,Afternoon
SESS016026,USR04327,2023-07-18,Facebook,,Desktop,,12,,96,20,0,Late Night
SESS016027,USR04393,2023-10-21,LinkedIn,119.5,Mobile,170.0,25,2.66,57,7,14,Afternoon
SESS016028,USR00192,2023-01-26,Pinterest,46.6,Mobile,193.0,18,9.82,28,24,18,Morning
SESS016029,USR01915,2023-06-06,Twitter/X,14.9,Desktop,143.0,10,49.91,39,42,4,Late Night
SESS016030,USR04360,2023-05-04,LinkedIn,135.9,Tablet,161.0,16,41.15,40,49,5,Morning
SESS016031,USR04596,2023-10-24,YouTube,98.8,Tablet,27.0,6,5.28,76,41,10,Late Night
SESS016032,USR02252,2023-10-08,Snapchat,49.5,Mobile,127.0,4,22.8,23,43,20,Evening
SESS016033,USR00271,2023-09-01,Facebook,47.0,Desktop,118.0,16,0.86,87,8,6,Morning
SESS016034,USR04916,2023-09-21,Facebook,50.5,Desktop,126.0,24,85.97,5,8,9,Late Night
SESS016035,USR01341,2023-09-28,Facebook,22.8,Desktop,169.0,9,92.68,82,4,1,Morning
SESS016036,USR04872,2023-10-04,LinkedIn,98.9,Mobile,40.0,11,43.9,66,27,9,Evening
SESS016037,USR01440,2023-11-07,YouTube,48.8,Mobile,153.0,24,16.16,44,16,9,Morning
SESS016038,USR01151,2023-10-24,TikTok,42.1,Tablet,177.0,7,59.24,77,1,14,Late Night
SESS016039,USR02222,2023-10-23,Twitter/X,46.4,Tablet,194.0,6,40.24,66,42,8,Morning
SESS016040,USR04632,2023-05-28,Twitter/X,128.7,Tablet,47.0,4,11.32,63,23,0,Evening
SESS016041,USR01278,2023-11-15,Snapchat,101.5,Tablet,179.0,28,6.84,94,33,13,Evening
SESS016042,USR00822,2023-11-24,YouTube,147.7,Desktop,126.0,18,25.18,69,17,11,Morning
SESS016043,USR04794,2023-10-06,YouTube,166.2,Tablet,99.0,21,39.16,28,34,1,Evening
SESS016044,USR00958,2023-06-05,Pinterest,45.3,Desktop,9.0,23,27.76,50,25,7,Afternoon
SESS016045,USR02272,2023-05-24,TikTok,66.9,Mobile,105.0,11,20.8,34,0,15,Afternoon
SESS016046,USR00051,2023-01-01,Instagram,14.7,Desktop,182.0,7,48.62,55,15,13,Morning
SESS016047,USR02463,2023-07-22,Snapchat,119.2,Mobile,13.0,23,0.82,90,9,1,Afternoon
SESS016048,USR01229,2023-01-20,LinkedIn,201.6,Mobile,122.0,14,14.05,29,46,1,Late Night
SESS016049,USR01953,2023-03-16,Instagram,126.0,Mobile,58.0,25,50.78,6,23,14,Afternoon
SESS016050,USR04725,2023-07-18,TikTok,85.6,Tablet,177.0,1,3.03,41,33,13,Morning
SESS016051,USR04371,2023-10-24,TikTok,99.6,Tablet,11.0,4,51.57,88,40,19,Late Night
SESS016052,USR04859,2023-01-18,LinkedIn,60.5,Mobile,29.0,8,128.98,50,1,15,Evening
SESS016053,USR00136,2023-10-20,TikTok,33.6,Mobile,55.0,27,127.15,21,20,4,Evening
SESS016054,USR00745,2023-11-22,Pinterest,24.1,Mobile,157.0,4,5.24,71,15,12,Evening
SESS016055,USR03627,2023-07-07,TikTok,49.7,Desktop,29.0,13,13.02,64,40,17,Morning
SESS016056,USR01028,2023-11-02,TikTok,221.8,Desktop,125.0,22,67.49,43,12,9,Evening
SESS016057,USR00010,2023-06-07,TikTok,57.0,Mobile,110.0,2,24.1,16,29,19,Afternoon
SESS016058,USR03801,2023-01-25,Snapchat,53.1,Tablet,101.0,2,67.67,44,10,13,Afternoon
SESS016059,USR00370,2023-06-26,Facebook,,Desktop,,13,,50,26,20,Morning
SESS016060,USR03923,2023-12-14,LinkedIn,43.0,Desktop,114.0,28,13.1,70,24,3,Afternoon
SESS016061,USR00220,2023-11-26,Snapchat,,Desktop,,23,,29,24,17,Late Night
SESS016062,USR04554,2023-03-09,Instagram,37.4,Mobile,91.0,23,9.94,14,21,14,Evening
SESS016063,USR03253,2023-02-23,Instagram,36.2,Mobile,18.0,19,29.85,95,44,20,Afternoon
SESS016064,USR04896,2023-10-17,Pinterest,25.4,Desktop,38.0,25,8.86,75,10,20,Late Night
SESS016065,USR00992,2023-09-27,Snapchat,158.1,Desktop,154.0,15,28.27,35,49,14,Late Night
SESS016066,USR02471,2023-10-21,Instagram,99.6,Mobile,170.0,28,84.28,95,0,3,Evening
SESS016067,USR04950,2023-11-13,TikTok,42.9,Tablet,140.0,24,26.83,59,3,3,Late Night
SESS016068,USR04550,2023-01-10,Instagram,174.2,Tablet,148.0,21,20.84,97,10,7,Afternoon
SESS016069,USR01026,2023-04-06,Snapchat,121.7,Desktop,116.0,25,39.82,11,14,20,Morning
SESS016070,USR02901,2023-01-01,YouTube,10.4,Mobile,43.0,30,3.11,57,45,16,Late Night
SESS016071,USR04175,2023-09-12,YouTube,50.4,Desktop,10.0,16,181.73,64,37,16,Afternoon
SESS016072,USR01375,2023-08-27,Twitter/X,94.8,Tablet,142.0,20,202.72,50,35,5,Evening
SESS016073,USR02581,2023-09-13,Snapchat,51.8,Tablet,22.0,21,4.13,22,18,1,Morning
SESS016074,USR02716,2023-04-10,Snapchat,55.0,Desktop,162.0,12,8.22,54,10,14,Evening
SESS016075,USR02638,2023-01-27,Facebook,94.0,Tablet,142.0,3,14.78,93,40,6,Evening
SESS016076,USR03593,2023-09-30,YouTube,18.8,Desktop,167.0,21,33.18,5,34,16,Late Night
SESS016077,USR00353,2023-09-15,TikTok,117.4,Mobile,84.0,14,40.42,91,6,7,Morning
SESS016078,USR02661,2023-02-16,Facebook,99.5,Tablet,150.0,22,134.96,8,38,8,Afternoon
SESS016079,USR04173,2023-06-18,Snapchat,47.9,Mobile,104.0,2,44.05,72,16,3,Late Night
SESS016080,USR01950,2023-04-28,Snapchat,74.9,Mobile,85.0,7,103.31,75,14,12,Morning
SESS016081,USR04779,2023-01-11,YouTube,83.9,Desktop,153.0,14,13.31,25,20,8,Morning
SESS016082,USR03933,2023-03-25,Facebook,82.4,Desktop,188.0,24,10.5,93,40,13,Evening
SESS016083,USR03309,2023-10-24,Twitter/X,28.2,Desktop,198.0,20,33.69,63,10,1,Late Night
SESS016084,USR01261,2023-04-23,Snapchat,36.1,Tablet,128.0,7,75.35,73,31,10,Morning
SESS016085,USR00946,2023-04-16,Snapchat,114.0,Tablet,50.0,24,6.44,0,29,6,Evening
SESS016086,USR03296,2023-04-14,Twitter/X,18.3,Tablet,198.0,13,99.66,83,30,5,Evening
SESS016087,USR03331,2023-07-18,Snapchat,57.9,Mobile,96.0,20,295.42,8,2,0,Afternoon
SESS016088,USR02150,2023-08-27,Facebook,40.3,Tablet,116.0,28,20.52,10,49,16,Evening
SESS016089,USR03509,2023-08-18,LinkedIn,48.5,Tablet,163.0,2,20.31,86,26,9,Late Night
SESS016090,USR00379,2023-02-01,Snapchat,15.5,Tablet,42.0,4,6.55,26,39,15,Late Night
SESS016091,USR03744,2023-06-26,LinkedIn,41.2,Mobile,196.0,4,18.29,97,5,6,Afternoon
SESS016092,USR02283,2023-03-14,TikTok,71.2,Desktop,102.0,26,27.53,5,21,13,Late Night
SESS016093,USR02378,2023-10-16,LinkedIn,21.0,Desktop,118.0,21,19.7,29,50,11,Evening
SESS016094,USR04764,2023-09-10,Pinterest,29.2,Mobile,95.0,12,0.78,50,6,0,Morning
SESS016095,USR03943,2023-10-24,Snapchat,68.9,Mobile,120.0,29,0.19,22,40,18,Morning
SESS016096,USR04403,2023-03-11,TikTok,16.8,Desktop,3.0,18,57.33,79,41,7,Afternoon
SESS016097,USR01580,2023-06-30,Twitter/X,27.2,Mobile,155.0,26,1.12,75,6,7,Morning
SESS016098,USR03688,2023-04-30,YouTube,41.1,Mobile,64.0,23,49.17,44,16,6,Afternoon
SESS016099,USR00312,2023-10-04,YouTube,42.4,Desktop,144.0,13,32.55,84,12,5,Afternoon
SESS016100,USR00898,2023-06-07,LinkedIn,64.8,Desktop,60.0,14,96.57,50,7,9,Afternoon
SESS016101,USR02413,2023-02-21,Twitter/X,33.6,Mobile,135.0,7,12.81,1,47,9,Afternoon
SESS016102,USR00147,2023-12-28,LinkedIn,42.0,Mobile,14.0,2,39.4,78,35,15,Late Night
SESS016103,USR01715,2023-03-15,Pinterest,114.6,Tablet,188.0,9,11.2,76,6,13,Late Night
SESS016104,USR02370,2023-12-23,YouTube,11.6,Mobile,132.0,29,22.26,32,3,0,Morning
SESS016105,USR04429,2023-08-18,Instagram,301.8,Desktop,16.0,4,3.93,3,16,7,Evening
SESS016106,USR02090,2023-10-29,LinkedIn,126.9,Tablet,129.0,28,40.92,74,17,8,Morning
SESS016107,USR03332,2023-11-20,Facebook,45.4,Tablet,51.0,9,37.44,49,14,19,Morning
SESS016108,USR04180,2023-02-23,Twitter/X,41.2,Desktop,43.0,10,2.34,38,13,17,Morning
SESS016109,USR04450,2023-04-25,LinkedIn,21.6,Mobile,173.0,19,17.16,89,14,14,Late Night
SESS016110,USR01503,2023-03-15,Pinterest,68.8,Mobile,184.0,29,4.14,57,14,13,Evening
SESS016111,USR04344,2023-07-11,LinkedIn,61.1,Mobile,134.0,17,78.15,96,12,17,Morning
SESS016112,USR01102,2023-04-23,Snapchat,81.9,Tablet,8.0,1,7.19,57,39,14,Afternoon
SESS016113,USR00722,2023-05-08,Instagram,56.4,Tablet,10.0,19,34.2,89,2,1,Afternoon
SESS016114,USR03363,2023-03-13,Facebook,97.6,Mobile,150.0,28,14.57,32,7,3,Evening
SESS016115,USR01728,2023-12-26,Snapchat,55.1,Mobile,104.0,29,9.5,36,0,1,Afternoon
SESS016116,USR03067,2023-07-03,Pinterest,24.4,Tablet,71.0,26,1.08,100,48,16,Morning
SESS016117,USR02868,2023-09-24,Pinterest,114.7,Tablet,16.0,4,93.94,23,23,18,Morning
SESS016118,USR01366,2023-10-15,Instagram,10.7,Mobile,196.0,25,58.36,30,22,0,Evening
SESS016119,USR02386,2023-09-18,TikTok,16.8,Desktop,137.0,19,383.08,21,12,3,Late Night
SESS016120,USR01207,2023-05-14,TikTok,120.3,Tablet,195.0,6,55.64,42,14,20,Late Night
SESS016121,USR02349,2023-11-27,TikTok,92.5,Tablet,20.0,26,86.33,97,4,4,Afternoon
SESS016122,USR00943,2023-12-20,TikTok,30.4,Desktop,35.0,30,166.25,84,4,8,Evening
SESS016123,USR01559,2023-01-09,LinkedIn,65.6,Mobile,98.0,10,58.71,96,8,3,Morning
SESS016124,USR03836,2023-06-05,TikTok,158.3,Desktop,168.0,24,23.44,9,37,2,Morning
SESS016125,USR03925,2023-02-10,LinkedIn,321.8,Desktop,120.0,14,51.22,89,0,3,Evening
SESS016126,USR00170,2023-08-05,Snapchat,88.7,Tablet,197.0,6,44.31,99,10,19,Afternoon
SESS016127,USR02257,2023-03-30,Pinterest,81.4,Tablet,100.0,9,106.41,18,26,12,Morning
SESS016128,USR02279,2023-09-06,Facebook,30.9,Tablet,152.0,29,5.67,21,36,0,Morning
SESS016129,USR02144,2023-05-21,Facebook,136.0,Tablet,133.0,26,8.15,63,39,4,Afternoon
SESS016130,USR00060,2023-04-01,Snapchat,23.0,Desktop,160.0,17,54.97,40,28,12,Evening
SESS016131,USR04240,2023-03-12,Pinterest,31.4,Mobile,169.0,11,7.68,100,32,3,Evening
SESS016132,USR01195,2023-02-19,Twitter/X,18.2,Desktop,27.0,7,38.25,97,43,17,Morning
SESS016133,USR03760,2023-03-07,Instagram,80.2,Tablet,96.0,24,67.74,91,24,20,Afternoon
SESS016134,USR02204,2023-12-10,LinkedIn,114.2,Tablet,1.0,30,13.19,14,0,14,Late Night
SESS016135,USR00615,2023-02-27,Facebook,25.9,Mobile,161.0,11,68.65,50,44,10,Afternoon
SESS016136,USR03760,2023-02-15,Twitter/X,91.7,Tablet,33.0,17,34.96,87,7,15,Evening
SESS016137,USR04469,2023-06-16,Instagram,108.9,Desktop,39.0,15,0.37,99,42,19,Afternoon
SESS016138,USR02797,2023-06-04,Pinterest,72.5,Desktop,197.0,22,64.48,38,6,7,Evening
SESS016139,USR04280,2023-11-30,Facebook,,Mobile,,11,,70,15,11,Evening
SESS016140,USR03614,2023-05-20,Instagram,113.3,Tablet,112.0,28,37.89,38,13,8,Evening
SESS016141,USR00124,2023-06-08,LinkedIn,9.1,Tablet,168.0,19,115.52,32,35,19,Late Night
SESS016142,USR01264,2023-11-28,LinkedIn,21.1,Tablet,87.0,19,59.8,41,31,19,Evening
SESS016143,USR01732,2023-09-21,LinkedIn,66.2,Desktop,181.0,11,175.94,70,10,13,Morning
SESS016144,USR04587,2023-06-29,Instagram,100.1,Tablet,177.0,23,12.22,44,32,14,Late Night
